commit_sha,commit_message,file_name,change_type,log_node,old_log_loc,old_store_name,new_log_loc,new_store_name,old_context_list,new_context_list,ddg_list,static_list
95a97a40e48a0db2b206c4560d6962be3666812c,"Merge branch 'upstream-KWSys' into update-kwsys

* upstream-KWSys:
  KWSys 2016-11-09 (18c65411)",Source/kwsys/testProcess.c,-,"[""1217177"", ""True"", ""ExpressionStatement"", ""printf ( \""Child exited with value = %d\\n\"" , kwsysProcess_GetExitValue ( kp ) )""]",473,/data/download/CMake/CMake/Kitware_CMake_46_old.cpp,449,/data/download/CMake/CMake/Kitware_CMake_46_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess *""], ""kwsysProcess *""]]","[""\""Child exited with value = %d\\n\""""]"
95a97a40e48a0db2b206c4560d6962be3666812c,"Merge branch 'upstream-KWSys' into update-kwsys

* upstream-KWSys:
  KWSys 2016-11-09 (18c65411)",Source/kwsys/testProcess.c,+,"[""1213705"", ""True"", ""ExpressionStatement"", ""printf ( \""Child exited with value = %d\\n\"" , kwsysProcess_GetExitValue ( kp ) )""]",475,/data/download/CMake/CMake/Kitware_CMake_46_old.cpp,449,/data/download/CMake/CMake/Kitware_CMake_46_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess *""], ""kwsysProcess *""]]","[""\""Child exited with value = %d\\n\""""]"
95a97a40e48a0db2b206c4560d6962be3666812c,"Merge branch 'upstream-KWSys' into update-kwsys

* upstream-KWSys:
  KWSys 2016-11-09 (18c65411)",Source/kwsys/testProcess.c,-,"[""1217146"", ""True"", ""BreakStatement"", ""break ;""]",478,/data/download/CMake/CMake/Kitware_CMake_46_old.cpp,454,/data/download/CMake/CMake/Kitware_CMake_46_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Killed"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Killed"", ""==""]]]",[],[]
95a97a40e48a0db2b206c4560d6962be3666812c,"Merge branch 'upstream-KWSys' into update-kwsys

* upstream-KWSys:
  KWSys 2016-11-09 (18c65411)",Source/kwsys/testProcess.c,-,"[""1217099"", ""True"", ""BreakStatement"", ""break ;""]",485,/data/download/CMake/CMake/Kitware_CMake_46_old.cpp,463,/data/download/CMake/CMake/Kitware_CMake_46_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Disowned"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Disowned"", ""==""]]]",[],[]
95a97a40e48a0db2b206c4560d6962be3666812c,"Merge branch 'upstream-KWSys' into update-kwsys

* upstream-KWSys:
  KWSys 2016-11-09 (18c65411)",Source/kwsys/testProcess.c,+,"[""1213502"", ""True"", ""ExpressionStatement"", ""fprintf ( stderr , \""Poll count is %d, which is less than %d.\\n\"" , poll , MINPOLL )""]",521,/data/download/CMake/CMake/Kitware_CMake_46_old.cpp,494,/data/download/CMake/CMake/Kitware_CMake_46_new.cpp,"[[[""int""]], [[""int"", ""MINPOLL"", ""<""]]]","[[[""int""]], [[""int"", ""MINPOLL"", ""<""]]]","[[[""int""], ""int""]]","[""\""Poll count is %d, which is less than %d.\\n\""""]"
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testFail.c,+,"[""1238533"", ""True"", ""Statement"", ""\""The version of ctest is not able to handle intentionally failing \""""]",32,/data/download/CMake/CMake/Kitware_CMake_50_old.cpp,19,/data/download/CMake/CMake/Kitware_CMake_50_new.cpp,"[[[""int""]]]","[[[""int""]]]",[],[]
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,+,"[""1240623"", ""True"", ""ExpressionStatement"", ""fprintf ( stdout , \""Poll count reached limit %d.\\n\"" , MAXPOLL )""]",431,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,411,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""int"", ""MAXPOLL"", "">=""]], [[""int""]], [[""int"", ""kwsysProcess_Pipe_Timeout"", ""==""]]]","[[[""int"", ""MAXPOLL"", "">=""]], [[""int""]], [[""int"", ""kwsysProcess_Pipe_Timeout"", ""==""]]]",[],"[""\""Poll count reached limit %d.\\n\""""]"
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,-,"[""1243993"", ""True"", ""BreakStatement"", ""break ;""]",467,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,440,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Starting"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Starting"", ""==""]]]",[],[]
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,-,"[""1243983"", ""True"", ""BreakStatement"", ""break ;""]",469,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,443,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Executing"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Executing"", ""==""]]]",[],[]
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,-,"[""1243973"", ""True"", ""BreakStatement"", ""break ;""]",471,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,446,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Expired"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Expired"", ""==""]]]",[],[]
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,-,"[""1243957"", ""True"", ""ExpressionStatement"", ""printf ( \""Child exited with value = %d\\n\"" , kwsysProcess_GetExitValue ( kp ) )""]",473,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,449,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess *""], ""kwsysProcess *""]]","[""\""Child exited with value = %d\\n\""""]"
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,+,"[""1240485"", ""True"", ""ExpressionStatement"", ""printf ( \""Child exited with value = %d\\n\"" , kwsysProcess_GetExitValue ( kp ) )""]",475,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,449,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Exited"", ""==""]]]","[[[""kwsysProcess *""], ""kwsysProcess *""]]","[""\""Child exited with value = %d\\n\""""]"
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,-,"[""1243926"", ""True"", ""BreakStatement"", ""break ;""]",478,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,454,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Killed"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Killed"", ""==""]]]",[],[]
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,-,"[""1243879"", ""True"", ""BreakStatement"", ""break ;""]",485,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,463,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Disowned"", ""==""]]]","[[[""kwsysProcess_GetState"", ""kwsysProcess *"", ""kwsysProcess_State_Disowned"", ""==""]]]",[],[]
773b36e5d4af3ac040625e0ea16bcfd30fcdeb6d,"KWSys 2016-11-09 (18c65411)

Code extracted from:

    http://public.kitware.com/KWSys.git

at commit 18c654114de3aa65429542f95308720bc68f9231 (master).

Upstream Shortlog
-----------------

Brad King (14):
      37306a1c FStream: Quiet unused argument warning
      15e90a3c Sort includes to stabilize include order w.r.t. clang-format
      26509227 Copyright.txt: Add notice of copyright by contributors
      fc42d3f2 Add temporary script to filter license notices
      c41c1bc4 Simplify KWSys per-source license notices
      1d4c0b4a Remove temporary script that filtered license notices
      a4f5ef79 SystemInformation: Remove stray comment
      8649a886 kwsysPrivate: Protect KWSYS_HEADER macro from clang-format
      89b98af5 Configure clang-format for KWSys source tree
      547dacad Add a script to run clang-format on the entire source tree
      aa94be0c CONTRIBUTING: Add a section on coding style
      6604c4b6 Empty commit at end of history preceding clang-format style transition
      2b3e2b1c Tell Git to not export 'clang-format' infrastructure
      18c65411 FStream: Include Configure.hxx before other headers

Kitware Robot (1):
      6c973b46 Revise C++ coding style using clang-format",testProcess.c,+,"[""1240282"", ""True"", ""ExpressionStatement"", ""fprintf ( stderr , \""Poll count is %d, which is less than %d.\\n\"" , poll , MINPOLL )""]",521,/data/download/CMake/CMake/Kitware_CMake_51_old.cpp,494,/data/download/CMake/CMake/Kitware_CMake_51_new.cpp,"[[[""int""]], [[""int"", ""MINPOLL"", ""<""]]]","[[[""int""]], [[""int"", ""MINPOLL"", ""<""]]]","[[[""int""], ""int""]]","[""\""Poll count is %d, which is less than %d.\\n\""""]"
85d966dcd7a29a17e42fde7b1c109e642f063d82,"Merge topic 'update-curl'

f59ab433 curl: Remove CMake-specific README
f53f4a8a Merge branch 'upstream-curl' into update-curl
202adcfe curl 2016-08-03 (f2cb3a01)
e1c11352 curl: Update script to get curl 7.50.1
a51c6c53 Merge branch 'upstream-curl' into update-curl
7ec709d3 curl 2015-08-11 (1a7f66a3)
3e9b0343 Add script to update curl from upstream",Utilities/cmcurl/lib/conncache.c,-,"[""1475389"", ""True"", ""ReturnStatement"", ""return aprintf ( \""%s:%d\"" , conn -> bits . proxy ? conn -> proxy . name : conn -> host . name , conn -> localport ) ;""]",135,/data/download/CMake/CMake/Kitware_CMake_87_old.cpp,134,/data/download/CMake/CMake/Kitware_CMake_87_new.cpp,"[[[""struct connectdata *""]], [[""ENTRY""]]]","[[[""struct connectdata *""]], [[""ENTRY""]]]","[[[""struct connectdata *""], ""struct connectdata *""]]","[""\""%s:%d\""""]"
85d966dcd7a29a17e42fde7b1c109e642f063d82,"Merge topic 'update-curl'

f59ab433 curl: Remove CMake-specific README
f53f4a8a Merge branch 'upstream-curl' into update-curl
202adcfe curl 2016-08-03 (f2cb3a01)
e1c11352 curl: Update script to get curl 7.50.1
a51c6c53 Merge branch 'upstream-curl' into update-curl
7ec709d3 curl 2015-08-11 (1a7f66a3)
3e9b0343 Add script to update curl from upstream",Utilities/cmcurl/lib/cookie.c,-,"[""1481890"", ""True"", ""ExpressionStatement"", ""fprintf ( out , \""#\\n# Fatal libcurl error\\n\"" )""]",1283,/data/download/CMake/CMake/Kitware_CMake_88_old.cpp,1309,/data/download/CMake/CMake/Kitware_CMake_88_new.cpp,"[[[""char *"", ""NULL"", ""==""]], [[""!"", ""struct Cookie *"", ""domain""]]]","[[[""char *"", ""NULL"", ""==""]], [[""!"", ""struct Cookie *"", ""domain""]]]","[[[""FILE *"", ""fopen"", ""const char *"", ""FOPEN_WRITETEXT"", ""=""], ""FILE *""], [[""FILE *"", ""stdout"", ""=""], ""FILE *""]]","[""\""#\\n# Fatal libcurl error\\n\""""]"
85d966dcd7a29a17e42fde7b1c109e642f063d82,"Merge topic 'update-curl'

f59ab433 curl: Remove CMake-specific README
f53f4a8a Merge branch 'upstream-curl' into update-curl
202adcfe curl 2016-08-03 (f2cb3a01)
e1c11352 curl: Update script to get curl 7.50.1
a51c6c53 Merge branch 'upstream-curl' into update-curl
7ec709d3 curl 2015-08-11 (1a7f66a3)
3e9b0343 Add script to update curl from upstream",Utilities/cmcurl/lib/cookie.c,-,"[""1481863"", ""True"", ""ExpressionStatement"", ""fprintf ( out , \""%s\\n\"" , format_ptr )""]",1288,/data/download/CMake/CMake/Kitware_CMake_88_old.cpp,1309,/data/download/CMake/CMake/Kitware_CMake_88_new.cpp,"[[[""char *"", ""NULL"", ""==""]], [[""!"", ""struct Cookie *"", ""domain""]]]","[[[""char *"", ""NULL"", ""==""]], [[""!"", ""struct Cookie *"", ""domain""]]]","[[[""FILE *"", ""stdout"", ""=""], ""FILE *""], [[""FILE *"", ""fopen"", ""const char *"", ""FOPEN_WRITETEXT"", ""=""], ""FILE *""], [[""char *"", ""get_netscape_format"", ""struct Cookie *"", ""=""], ""char *""]]","[""\""%s\\n\""""]"
