class,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,cluster
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3359.cpp,52,"fprintf(stderr, ""Debug: Falling back to dumb ""
				""transport.\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3370.cpp,53,"fprintf(stderr, ""Debug: Read ref listing.\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/sha1_name.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3530.cpp,25,"fprintf(stderr, ""%s\n"", _(object_name_msg))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,7,"fprintf_ln(stderr, _(""There is no candidate for rebasing against among the refs that you just fetched.""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,9,"fprintf_ln(stderr, _(""There are no candidates for merging among the refs that you just fetched.""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,20,"fprintf_ln(stderr, _(""Please specify which branch you want to rebase against.""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,22,"fprintf_ln(stderr, _(""Please specify which branch you want to merge with.""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,35,"fprintf_ln(stderr, _(""Please specify which branch you want to rebase against.""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,37,"fprintf_ln(stderr, _(""Please specify which branch you want to merge with.""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/check-mailmap.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4224.cpp,21,"maybe_flush_or_die(stdout, ""stdout"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/describe.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4242.cpp,26,"printf(""%s"", dirty)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/describe.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4242.cpp,103,"printf(""%s"", dirty)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/describe.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4242.cpp,147,"printf(""%s"", dirty)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/gc.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4258.cpp,59,"fprintf(stderr, _(""Auto packing the repository in background for optimum performance.\n""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/gc.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4258.cpp,61,"fprintf(stderr, _(""Auto packing the repository for optimum performance.\n""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4340.cpp,10,"maybe_flush_or_die(stdout, ""stdout"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/checkout.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4438.cpp,70,"die(_(""only one reference expected, %d given.""), dash_dash_pos)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/show-ref.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4467.cpp,27,"die(""'%s' - not a valid ref"", *pattern)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/check-ignore.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4491.cpp,11,"fprintf(stderr, ""no pathspec given.\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/check-ignore.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4493.cpp,39,"maybe_flush_or_die(stdout, ""ignore to stdout"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4513.cpp,261,"fputs(_(empty_amend_advice), stderr)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4513.cpp,265,"fputs(_(empty_cherry_pick_advice_single), stderr)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4513.cpp,267,"fputs(_(empty_cherry_pick_advice_multi), stderr)",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fsck.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4904.cpp,21,"fprintf(stderr, ""notice: No default references\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fsck.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4905.cpp,6,"fprintf(stderr, ""Checking object directory\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fsck.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4906.cpp,6,"fprintf(stderr, ""Checking HEAD link\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fsck.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4907.cpp,6,"fprintf(stderr, ""Checking cache tree\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/show-branch.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4937.cpp,204,"fprintf(stderr, ""No revs to be shown.\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/check-attr.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5240.cpp,83,"maybe_flush_or_die(stdout, ""attribute to stdout"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/clone.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5289.cpp,20,"fprintf(stderr, _(""done.\n""))",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pack-redundant.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5371.cpp,74,"fprintf(stderr, ""The smallest (bytewise) set of packs is:\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pack-redundant.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5371.cpp,86,"fprintf(stderr, ""Redundant packs (with indexes):\n"")",[null],[null],3103
2010,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_781.cpp,103,[null],[null],"[[u'dirty'], [u'suffix']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5582.cpp,432,"fprintf(stderr,
				_(""No merge strategy handled the merge.\n""))",[null],[null],3103
2013,412,"error(""new commit is the same as the old one: '%s'"", sha1_to_hex(old));","error(""new commit is the same as the old one: '%s'"", oid_to_hex(&old));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_812.cpp,32,"[""hashcmp_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'old'], [u'oid_to_hex', u'&old']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/sha1_file.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1794.cpp,52,"die(""confused by unstable object source data for %s"", sha1_to_hex(sha1))","[""hashcmp_ret""]","[""sha1_to_hex_ret""]",3015
2013,412,"error(""new commit is the same as the old one: '%s'"", sha1_to_hex(old));","error(""new commit is the same as the old one: '%s'"", oid_to_hex(&old));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_812.cpp,32,"[""hashcmp_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'old'], [u'oid_to_hex', u'&old']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/http-walker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2053.cpp,55,"error(""File %s has bad hash"", hex)","[""hashcmp_ret""]","[""sha1_to_hex_ret""]",3015
2013,412,"error(""new commit is the same as the old one: '%s'"", sha1_to_hex(old));","error(""new commit is the same as the old one: '%s'"", oid_to_hex(&old));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_812.cpp,32,"[""hashcmp_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'old'], [u'oid_to_hex', u'&old']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/replace.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5677.cpp,24,"error(""new object is the same as the old one: '%s'"", sha1_to_hex(old))","[""hashcmp_ret""]","[""sha1_to_hex_ret""]",3015
2013,412,"error(""new commit is the same as the old one: '%s'"", sha1_to_hex(old));","error(""new commit is the same as the old one: '%s'"", oid_to_hex(&old));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_812.cpp,32,"[""hashcmp_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'old'], [u'oid_to_hex', u'&old']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/replace.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5681.cpp,32,"error(""new commit is the same as the old one: '%s'"", sha1_to_hex(old))","[""hashcmp_ret""]","[""sha1_to_hex_ret""]",3015
2022,1937,"printf(_(""Applying autostash resulted in conflicts.\n""
				""Your changes are safe in the stash.\n""
				""You can run \""git stash pop\"" or""
				"" \""git stash drop\"" at any time.\n""));","fprintf(stderr,
				_(""Applying autostash resulted in conflicts.\n""
				  ""Your changes are safe in the stash.\n""
				  ""You can run \""git stash pop\"" or""
				  "" \""git stash drop\"" at any time.\n""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_964.cpp,33,"[""run_command_ret""]",[],"[[u'printf'], [u'fprintf', u'stderr']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/bundle.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1894.cpp,16,"error(_(""index-pack died""))","[""run_command_ret""]",[],3017
2022,1937,"printf(_(""Applying autostash resulted in conflicts.\n""
				""Your changes are safe in the stash.\n""
				""You can run \""git stash pop\"" or""
				"" \""git stash drop\"" at any time.\n""));","fprintf(stderr,
				_(""Applying autostash resulted in conflicts.\n""
				  ""Your changes are safe in the stash.\n""
				  ""You can run \""git stash pop\"" or""
				  "" \""git stash drop\"" at any time.\n""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_964.cpp,33,"[""run_command_ret""]",[],"[[u'printf'], [u'fprintf', u'stderr']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2065.cpp,30,"die (""Could not run rsync to get refs"")","[""run_command_ret""]",[],3017
2022,1937,"printf(_(""Applying autostash resulted in conflicts.\n""
				""Your changes are safe in the stash.\n""
				""You can run \""git stash pop\"" or""
				"" \""git stash drop\"" at any time.\n""));","fprintf(stderr,
				_(""Applying autostash resulted in conflicts.\n""
				  ""Your changes are safe in the stash.\n""
				  ""You can run \""git stash pop\"" or""
				  "" \""git stash drop\"" at any time.\n""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_964.cpp,33,"[""run_command_ret""]",[],"[[u'printf'], [u'fprintf', u'stderr']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2065.cpp,39,"die (""Could not run rsync to get refs"")","[""run_command_ret""]",[],3017
2022,1937,"printf(_(""Applying autostash resulted in conflicts.\n""
				""Your changes are safe in the stash.\n""
				""You can run \""git stash pop\"" or""
				"" \""git stash drop\"" at any time.\n""));","fprintf(stderr,
				_(""Applying autostash resulted in conflicts.\n""
				  ""Your changes are safe in the stash.\n""
				  ""You can run \""git stash pop\"" or""
				  "" \""git stash drop\"" at any time.\n""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_964.cpp,33,"[""run_command_ret""]",[],"[[u'printf'], [u'fprintf', u'stderr']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/am.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4821.cpp,51,"die(""could not parse patch"")","[""run_command_ret""]",[],3017
2022,1937,"printf(_(""Applying autostash resulted in conflicts.\n""
				""Your changes are safe in the stash.\n""
				""You can run \""git stash pop\"" or""
				"" \""git stash drop\"" at any time.\n""));","fprintf(stderr,
				_(""Applying autostash resulted in conflicts.\n""
				  ""Your changes are safe in the stash.\n""
				  ""You can run \""git stash pop\"" or""
				  "" \""git stash drop\"" at any time.\n""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_964.cpp,33,"[""run_command_ret""]",[],"[[u'printf'], [u'fprintf', u'stderr']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/replace.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5675.cpp,21,"die(""cat-file reported failure"")","[""run_command_ret""]",[],3017
2023,2939,"printf(""num get patch: %d\n"", num_get_patch);","printf(""num get patch: %d\n"", sb.num_get_patch);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_974.cpp,385,"[""OPT_BOOL_arg_ret""]",[null],"[[], [u'sb']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4365.cpp,331,"printf(""num read blob: %d\n"", num_read_blob)","[""OPT_BOOL_arg_ret""]",[null],2818
2023,2939,"printf(""num get patch: %d\n"", num_get_patch);","printf(""num get patch: %d\n"", sb.num_get_patch);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_974.cpp,385,"[""OPT_BOOL_arg_ret""]",[null],"[[], [u'sb']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4365.cpp,332,"printf(""num get patch: %d\n"", num_get_patch)","[""OPT_BOOL_arg_ret""]",[null],2818
2023,2939,"printf(""num get patch: %d\n"", num_get_patch);","printf(""num get patch: %d\n"", sb.num_get_patch);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_974.cpp,385,"[""OPT_BOOL_arg_ret""]",[null],"[[], [u'sb']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4365.cpp,333,"printf(""num commits: %d\n"", num_commits)","[""OPT_BOOL_arg_ret""]",[null],2818
2011,390,"error(""%s: object corrupt or missing"", sha1_to_hex(sha1));","error(""%s: object corrupt or missing"", oid_to_hex(oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_976.cpp,11,"[""parse_object_buffer_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'sha1'], [u'oid_to_hex', u'oid']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fsck.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4894.cpp,7,"error(""%s: object corrupt or missing"", sha1_to_hex(sha1))","[""parse_object_buffer_ret""]","[""sha1_to_hex_ret""]",2884
2011,390,"error(""%s: object corrupt or missing"", sha1_to_hex(sha1));","error(""%s: object corrupt or missing"", oid_to_hex(oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_976.cpp,11,"[""parse_object_buffer_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'sha1'], [u'oid_to_hex', u'oid']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fast-export.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5319.cpp,32,"die(""Could not read blob %s"", sha1_to_hex(sha1))","[""parse_object_buffer_ret""]","[""sha1_to_hex_ret""]",2884
2024,751,"die(_(""unable to read %s""),
			    sha1_to_hex(data->entry->idx.sha1));","die(_(""unable to read %s""),
			    oid_to_hex(&data->entry->idx.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_982.cpp,17,"[""read_istream_ret""]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'data', u'sha1'], [u'oid_to_hex', u'&data', u'oid']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/index-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4970.cpp,14,"die(_(""SHA1 COLLISION FOUND WITH %s !""),
			    sha1_to_hex(data->entry->idx.sha1))","[""read_istream_ret""]","[""sha1_to_hex_ret""]",2950
